MOOD,MOOD_NOTE,support_message
bahagia,Saya merasa sangat optimis tentang hal itu dan sepertinya ini waktu yang tepat bagi saya untuk mengganti dokter juga.,"Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
cemas,Aku benar-benar tak bisa menghitung berapa kali aku menangis karena merasa terharu oleh ungkapan kepedulian seseorang atau hanya karena mereka memikirkan aku.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
bahagia,Aku punya firasat bulan ini akan ada hal-hal yang sangat keren.,"Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
bahagia,"Aku merasa diberkati dan beruntung telah mengenalmu, mencintaimu, dan mengetahui bahwa kamu adalah dan akan selalu menjadi anakku.","Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
sedih,Aku suka merasa hancur,"Aku ngerti banget ini masa yang berat buat kamu, dan gapapa kok kalau hari ini kamu ngerasa capek. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
sedih,"Saya kesulitan menemukan judul yang menarik untuk postingan blog ini, tetapi ini tentang lip balm dan saya rasa kebanyakan orang akan menganggap ini sebagai topik yang membosankan.","Aku tahu beban yang lagi kamu pikul ini berat banget, dan kamu udah berusaha sebaik mungkin. Kasih waktu buat dirimu pulih, besok kita coba langkah kecil lagi karena aku yakin kamu pasti bisa."
sedih,Aku merasa sangat rindu kampung halaman dan ini menjadi pengingat yang baik tentang betapa diberkati aku sebenarnya.,"Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
sedih,"Aku sadar aku terdengar sangat mirip dengan orang lain di situs ini. Aku berharap aku menyukai gulat lumpur atau sesuatu yang sedikit lebih gila. Aku merasa agak membosankan dan, berani kukatakan, biasa-biasa saja.","Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Jangan ragu buat cerita kapan pun kamu butuh teman, karena kamu selalu punya tempat buat bersandar."
cemas,Aku merasa takjub membayangkan bagaimana perasaannya ketika dia mendapatkan ini.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
sedih,"Aku merasa tidak tahu berterima kasih karena mengeluh, tetapi aku juga merasa tertipu karena hanya duduk diam di sini.","Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
bahagia,"Saya ingin bertanya kepada Anda, ketika orang-orang parkir, mengapa mereka merasa bijak untuk parkir hanya dengan jarak beberapa inci antara mobil mereka dengan mobil di depan atau di belakang mereka?","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,Saya menampilkan dua foto diri saya berdampingan dan di salah satu foto tersebut saya ingat merasa imut pada hari itu.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
sedih,Aku merasa baik-baik saja dan bisa menjawab semua pertanyaan bodohku.,"Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Kasih waktu buat dirimu pulih, besok kita coba langkah kecil lagi karena aku yakin kamu pasti bisa."
bahagia,Saya rasa saya sudah menjawab pertanyaan-pertanyaan itu untuknya dan dia cukup percaya pada saya secara keseluruhan.,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,"Saya lebih vokal tentang perasaan dan pemikiran saya, dan saya yakin bahwa saya tidak akan membiarkan siapa pun menginjak-injak saya atau mengabaikan pendapat saya.","Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
cemas,"Aku sudah sering mendengar pertanyaan ""bagaimana perasaanmu?"" dan membicarakan masa depanku yang tidak pasti dengan begitu banyak orang sehingga percakapan-percakapan itu mulai bercampur aduk.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
bahagia,"Aku menyelesaikan ini dengan susah payah, memakan waktu terlalu lama, tetapi merasa cukup puas.","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
bahagia,Saya merasa dia memiliki sentuhan yang sangat lembut pada proses perekaman.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
marah,Kami baru saja kembali dari sebuah acara dan kami bertiga perempuan menginap di tempat perempuan lain. Salah satu dari mereka mulai melontarkan komentar yang sangat jahat dan kasar kepadaku. Hal itu dipicu oleh pujian yang diberikan oleh seorang rekan kerja laki-laki kepadaku.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,Aku merasa diracuni dan disiksa oleh ruangan ini.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
bahagia,Sekarang saya merasa akhirnya berada di posisi untuk memutuskan apakah akan larut dalam kegembiraan dan mengklaim cokelat batangan gratis saya.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
sedih,"Aku sangat buruk dalam menjaga kebersihan rumah, namun merasa gelisah ketika rumah berantakan.","Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Jangan ragu buat cerita kapan pun kamu butuh teman, karena kamu selalu punya tempat buat bersandar."
marah,"Saya yakin organisasi itu sendiri memiliki niat terbaik meskipun saya sangat tidak setuju dengan mereka, hanya saja saya merasa bahwa beberapa demonstran akan sedikit memusuhi mahasiswa.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
sedih,Saya tidak tahu bagaimana harus merasakan kesedihan yang mendalam di hati saya atas kehilangan orang-orang baik dan ramah itu serta semua kehilangan terkait lainnya.,"Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
bahagia,Saya rasa saya perlu menyebutkan bahwa saya memang tidak menyukai si pengubah wujud itu sejak awal.,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
bahagia,Aku punya firasat bahwa baunya tidak akan menyenangkan.,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
bahagia,"Saya merasa seharusnya saya terlibat dalam aktivisme santai, tetapi itu berpotensi menimbulkan stres, jadi tidak akan ada pembaruan besok.","Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
cemas,"Saya tidak yakin apakah kita harus membeli lebih banyak, tetapi saya dan suami merasa cukup terkesan.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,Aku pasti merasa sedikit kesal tentang hal itu.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
sedih,"Saya sering beruntung dan sebagian besar hal berjalan sesuai keinginan saya, tetapi pada saat yang sama saya merasa bisa menerima jika sesekali mengalami nasib buruk.","Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
bahagia,"Aku benar-benar merasa bahwa aku adalah orang yang paling tidak berbakat di atas panggung, tetapi entah bagaimana Tuhan menggunakan bakatku untuk kemuliaan-Nya.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,"Saya merasa jika tidak segera diselesaikan, hal itu akan berdampak buruk pada semua kerja keras yang telah saya dan pacar saya lakukan dalam hubungan kami.","Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,Aku merasa sangat kaya,"Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
sedih,"Saya merasa sangat sedih, terutama untuk putri saya yang harus menyesuaikan diri dengan pusat penitipan anak yang baru.","Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
bahagia,Kurasa kabar baiknya adalah aku merasa tenang sekarang. Kurasa aku hanya perlu meluapkan isi hatiku.,"Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,"Aku sibuk, aku hanya menikmati perasaan luar biasa yang melimpah itu, dan ketika aku benar-benar tidak punya pekerjaan, aku menjalani hidupku seperti kucing, hanya peduli tentang tidur dan makan.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
marah,"Aku merasa sangat menyebalkan membicarakan diriku sendiri seperti ini, hahaha. Aku terdengar tidak sebodoh ini saat menceritakan kisah ini secara langsung, sungguh. Dan aku bilang, kalau aku laki-laki, aku akan jatuh cinta padamu.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
bahagia,Saya merasa hal-hal yang saya pelajari di kursus ini sangat berguna saat ini.,"Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
bahagia,"Aku ingat merasa sangat tenang dan nyaman karena meskipun kami hanya memiliki beberapa menit pencahayaan yang bagus, aku merasakan kepercayaan diri dan tekadmu untuk mendapatkan hasil foto terbaik, dan itu membuat perbedaan besar bagiku.","Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
marah,"Aku tidak pernah merasa kacau seminggu setelah menggunakannya, malah aku merasa hebat, mengingat waktu indah yang aku habiskan akhir pekan sebelumnya. img src http israel","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Aku merasa sangat menyesal telah mengakhiri persahabatanku dengan wanita itu dan beberapa orang lainnya karena alasan yang sama, mengakui kekalahan, dan membiarkan suamiku membuatku merasa sangat tidak aman sehingga aku merasa perlu untuk menghindarinya, mengeluarkannya dari hidupku agar rasa percaya diriku tidak terganggu.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
sedih,"Saya merasa lesu dan mudah sekali, semua perbedaan aturan sama sekali tidak ada, saya tidak bisa melakukannya, jadi casserole cepat dan mudah ini sangat bagus untuk makan bersama, acara kumpul-kumpul di aula lokal, piknik, makan siang di depan umum, dll.","Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
bahagia,Sekarang aku tidak ingin merasa murahan.,"Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
sedih,Aku merasa sedih melihat orang tuaku.,"Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
bahagia,Saya berharap dapat merasakan tanggung jawab dan komitmen dari perencanaan acara ini.,"Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
bahagia,Saya menikmati perasaan diterima dan merasa bahwa saya diakui dan berharga.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
marah,"Jujur saja, semua hal baik dalam hidupku saat ini sedang hancur berantakan dan aku merasa terlalu keras kepala untuk meminta bantuan.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
bahagia,Aku lelah tapi aku merasa luar biasa dan aku sangat bangga pada diriku sendiri saat ini karena terus mendorong diriku untuk berlatih dan keluar dari zona nyamanku.,"Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,Aku benar-benar merasa optimis hari ini.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
sedih,"Kupikir aku telah meluapkan semua emosi, menahan semua frustrasi dan kebingungan, namun di sini aku masih memiliki begitu banyak hal untuk diberikan, begitu banyak hal untuk dirasakan. Aku menatap selembar kertas putih kosong ini dan ingin mengisinya dengan warna, dengan gerakan, tetapi tetap saja terasa begitu kosong.","Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
